Kanji,Pronunciation
大した,"['たい', 'し', 'た']"
上着,"['うわ', 'ぎ']"
規定,"['き', 'てい']"
暗殺,"['あん', 'さつ']"
旧知,"['きゅう', 'ち']"
構成,"['こう', 'せい']"
誰か,"['だれ', 'か']"
一度,"['いち', 'ど']"
給与,"['きゅう', 'よ']"
腐る,"['くさ', 'る']"
裏切る,"['うら', 'ぎ', 'る']"
丸々,"['まる', 'まる']"
御免なさい,"['ご', 'めん', 'な', 'さ', 'い']"
板,['いた']
基地,"['き', 'ち']"
送料,"['そう', 'りょう']"
大分,"['だい', 'ぶ']"
写る,"['うつ', 'る']"
違う,"['ちが', 'う']"
厳重,"['げん', 'じゅう']"
捨てる,"['す', 'て', 'る']"
じゅうたん,[]
但し,"['ただ', 'し']"
濠,['ほり']
異常,"['い', 'じょう']"
凶作,"['きょう', 'さく']"
何だか,"['なん', 'だ', 'か']"
靴下,"['くつ', 'した']"
鐘,['かね']
将棋,"['しょう', 'ぎ']"
意向,"['い', 'こう']"
特色,"['とく', 'しょく']"
真ん丸い,"['ま', 'ん', 'まる', 'い']"
発育,"['はつ', 'いく']"
所で,"['ところ', 'で']"
海,['うみ']
寺,['てら']
給仕,"['きゅう', 'じ']"
財産,"['ざい', 'さん']"
賞品,"['しょう', 'ひん']"
運命,"['うん', 'めい']"
球根,"['きゅう', 'こん']"
大衆,"['たい', 'しゅう']"
先,['さき']
対抗,"['たい', 'こう']"
余分,"['よ', 'ぶん']"
矢鱈に,"['や', 'たら', 'に']"
未,['ひつじ']
待ち遠しい,"['ま', 'ち', 'どお', 'し', 'い']"
元来,"['がん', 'らい']"
無論,"['む', 'ろん']"
活躍,"['かつ', 'やく']"
個,['か']
朝,['あさ']
墓地,"['はか', 'ち']"
湯気,"['ゆ', 'げ']"
捜査,"['そう', 'さ']"
取り締まる,"['と', 'り', 'し', 'ま', 'る']"
盗む,"['ぬす', 'む']"
国防,"['こく', 'ぼう']"
空港,"['くう', 'こう']"
希望,"['き', 'ぼう']"
城下,"['じょう', 'か']"
措置,"['そ', 'ち']"
朗読,"['ろう', 'どく']"
断面,"['だん', 'めん']"
栽培,"['さい', 'ばい']"
下品,"['げ', 'ひん']"
切り,"['き', 'り']"
粒,['つぶ']
台無し,"['だい', 'な', 'し']"
発言,"['はつ', 'げん']"
福,['ふく']
受け付ける,"['う', 'け', 'つ', 'け', 'る']"
日取り,"['ひ', 'ど', 'り']"
加留多,"['か', 'る', 'た']"
所得,"['しょ', 'とく']"
体温,"['たい', 'おん']"
利益,"['り', 'えき']"
上,['じょう']
年鑑,"['ねん', 'かん']"
主語,"['しゅ', 'ご']"
面積,"['めん', 'せき']"
故郷,"['こ', 'きょう']"
喜ぶ,"['よろこ', 'ぶ']"
応じる,"['おう', 'じ', 'る']"
盛大,"['せい', 'だい']"
本音,"['ほん', 'ね']"
蜜,['みつ']
日夜,"['にち', 'や']"
お皿,"['お', 'さら']"
封,['ふう']
案外,"['あん', 'がい']"
論じる,"['ろん', 'じ', 'る']"
証言,"['しょう', 'げん']"
凍る,"['こお', 'る']"
募る,"['つの', 'る']"
予防,"['よ', 'ぼう']"
商社,"['しょう', 'しゃ']"
聴講,"['ちょう', 'こう']"
患者,"['かん', 'じゃ']"
同級,"['どう', 'きゅう']"
現場,"['げん', 'ば']"
上る,"['のぼ', 'る']"
夫婦,"['ふう', 'ふ']"
駄目,"['だ', 'め']"
地帯,"['ち', 'たい']"
国民,"['こく', 'みん']"
素材,"['そ', 'ざい']"
連なる,"['つら', 'な', 'る']"
今に,"['いま', 'に']"
遅くとも,"['おそ', 'く', 'と', 'も']"
王女,"['おう', 'じょ']"
首飾り,"['くび', 'かざ', 'り']"
毎朝,"['まい', 'あさ']"
中間,"['ちゅう', 'かん']"
名人,"['めい', 'じん']"
眺める,"['なが', 'め', 'る']"
持て成す,"['も', 'て', 'な', 'す']"
券,['けん']
利根,"['り', 'こん']"
初めて,"['はじ', 'め', 'て']"
盛る,"['も', 'る']"
学生,"['がく', 'せい']"
草履,"['ぞう', 'り']"
取り立てる,"['と', 'り', 'た', 'て', 'る']"
点ける,"['つ', 'け', 'る']"
小麦,"['こ', 'むぎ']"
経由,"['けい', 'ゆ']"
語学,"['ご', 'がく']"
渦,['うず']
適切,"['てき', 'せつ']"
微妙,"['び', 'みょう']"
手掛かり,"['て', 'が', 'か', 'り']"
同等,"['どう', 'とう']"
瓶,['びん']
修学,"['しゅう', 'がく']"
広がる,"['ひろ', 'が', 'る']"
紛失,"['ふん', 'しつ']"
倉庫,"['そう', 'こ']"
先天的,"['せん', 'てん', 'てき']"
故人,"['こ', 'じん']"
憎らしい,"['にく', 'ら', 'し', 'い']"
載せる,"['の', 'せ', 'る']"
灰,['はい']
腕,['うで']
家事,"['か', 'じ']"
見せる,"['み', 'せ', 'る']"
お蔭,"['お', 'かげ']"
片寄る,"['かた', 'よ', 'る']"
次々,"['つぎ', 'つぎ']"
着手,"['ちゃく', 'しゅ']"
背中,"['せ', 'なか']"
好意,"['こう', 'い']"
宝石,"['ほう', 'せき']"
決まり,"['き', 'ま', 'り']"
知り合い,"['し', 'り', 'あ', 'い']"
這う,"['は', 'う']"
味覚,"['み', 'かく']"
順調,"['じゅん', 'ちょう']"
課税,"['か', 'ぜい']"
余り,"['あま', 'り']"
心得る,"['こころ', 'え', 'る']"
雑談,"['ざつ', 'だん']"
職業,"['しょく', 'ぎょう']"
工夫,"['く', 'ふう']"
有機,"['ゆう', 'き']"
掘る,"['ほ', 'る']"
食卓,"['しょく', 'たく']"
地,['ち']
疑う,"['うたが', 'う']"
温和,"['おん', 'わ']"
軍事,"['ぐん', 'じ']"
煮える,"['に', 'え', 'る']"
担う,"['にな', 'う']"
建前,"['たて', 'まえ']"
込める,"['こ', 'め', 'る']"
山林,"['さん', 'りん']"
植える,"['う', 'え', 'る']"
金庫,"['きん', 'こ']"
気象,"['き', 'しょう']"
共学,"['きょう', 'がく']"
日の出,"['ひ', 'の', 'で']"
鬼,['おに']
台所,"['だい', 'どころ']"
辞退,"['じ', 'たい']"
冷淡,"['れい', 'たん']"
見学,"['けん', 'がく']"
無地,"['む', 'じ']"
どれ,"['ど', 'れ']"
人口,"['じん', 'こう']"
御馳走,"['ご', 'ち', 'そう']"
専用,"['せん', 'よう']"
好調,"['こう', 'ちょう']"
連帯,"['れん', 'たい']"
半,['はん']
書き取る,"['か', 'き', 'と', 'る']"
波,['なみ']
講習,"['こう', 'しゅう']"
居間,"['い', 'ま']"
個体,"['こ', 'たい']"
換気,"['かん', 'き']"
産後,"['さん', 'ご']"
人文科学,"['じん', 'ぶん', 'か', 'がく']"
探す,"['さが', 'す']"
脈,['みゃく']
夜中,"['よ', 'なか']"
働く,"['はたら', 'く']"
文体,"['ぶん', 'たい']"
天井,"['てん', 'じょう']"
供給,"['きょう', 'きゅう']"
栄える,"['さか', 'え', 'る']"
審議,"['しん', 'ぎ']"
半島,"['はん', 'とう']"
真相,"['しん', 'そう']"
修繕,"['しゅう', 'ぜん']"
凸凹,"['でこ', 'ぼこ']"
触れる,"['ふ', 'れ', 'る']"
酸っぱい,"['す', 'っ', 'ぱ', 'い']"
本質,"['ほん', 'しつ']"
誕生,"['たん', 'じょう']"
祭,['まつり']
事柄,"['こと', 'がら']"
去年,"['きょ', 'ねん']"
字,['じ']
敗戦,"['はい', 'せん']"
麻酔,"['ま', 'すい']"
気,['き']
改悪,"['かい', 'あく']"
裸,['はだか']
溢れる,"['あふ', 'れ', 'る']"
浸す,"['ひた', 'す']"
風景,"['ふう', 'けい']"
家庭,"['か', 'てい']"
水源,"['すい', 'げん']"
特殊,"['とく', 'しゅ']"
下がる,"['さ', 'が', 'る']"
幼稚園,"['よう', 'ち', 'えん']"
技能,"['ぎ', 'のう']"
構え,"['かま', 'え']"
嫌う,"['きら', 'う']"
燃える,"['も', 'え', 'る']"
他方,"['た', 'ほう']"
近頃,"['ちか', 'ごろ']"
下りる,"['お', 'り', 'る']"
区切る,"['く', 'ぎ', 'る']"
共に,"['とも', 'に']"
照り返す,"['て', 'り', 'かえ', 'す']"
命ずる,"['めい', 'ず', 'る']"
単なる,"['たん', 'な', 'る']"
演じる,"['えん', 'じ', 'る']"
風俗,"['ふう', 'ぞく']"
大胆,"['だい', 'たん']"
飽和,"['ほう', 'わ']"
観念,"['かん', 'ねん']"
旗,['はた']
金曜日,"['きん', 'よう', 'び']"
国,['くに']
先先週,"['せん', 'せん', 'しゅう']"
伐,['ばつ']
食物,"['しょく', 'もつ']"
非常に,"['ひ', 'じょう', 'に']"
繋がる,"['つな', 'が', 'る']"
住居,"['じゅう', 'きょ']"
独創,"['どく', 'そう']"
差,['さ']
平仮名,"['ひら', 'が', 'な']"
若しかしたら,"['も', 'し', 'か', 'し', 'た', 'ら']"
名物,"['めい', 'ぶつ']"
厳しい,"['きび', 'し', 'い']"
要する,"['よう', 'す', 'る']"
素直,"['す', 'なお']"
叶える,"['かな', 'え', 'る']"
代わり,"['か', 'わ', 'り']"
分裂,"['ぶん', 'れつ']"
得点,"['とく', 'てん']"
踊る,"['おど', 'る']"
外科,"['げ', 'か']"
初,['はつ']
雇う,"['やと', 'う']"
照合,"['しょう', 'ごう']"
対面,"['たい', 'めん']"
畜生,"['ちく', 'しょう']"
耐える,"['た', 'え', 'る']"
認識,"['にん', 'しき']"
灰皿,"['はい', 'ざら']"
待ち望む,"['ま', 'ち', 'のぞ', 'む']"
纏め,"['まと', 'め']"
木曜,"['もく', 'よう']"
曲線,"['きょく', 'せん']"
仕組み,"['し', 'く', 'み']"
居眠り,"['い', 'ねむ', 'り']"
蝋燭,"['ろう', 'そく']"
歩み,"['あゆ', 'み']"
生産,"['せい', 'さん']"
酌む,"['く', 'む']"
願い,"['ねが', 'い']"
兵隊,"['へい', 'たい']"
独自,"['どく', 'じ']"
街,['まち']
画,['かく']
片仮名,"['かた', 'か', 'な']"
簡易,"['かん', 'い']"
拭く,"['ふ', 'く']"
成るべく,"['な', 'る', 'べ', 'く']"
欲張り,"['よく', 'ば', 'り']"
設ける,"['もう', 'け', 'る']"
縦,['たて']
返事,"['へん', 'じ']"
夜,['よ']
詳しい,"['くわ', 'し', 'い']"
祈り,"['いの', 'り']"
合わせる,"['あ', 'わ', 'せ', 'る']"
尊ぶ,"['たっと', 'ぶ']"
難,['なん']
緩める,"['ゆる', 'め', 'る']"
感謝,"['かん', 'しゃ']"
差す,"['さ', 'す']"
さ来月,"['さ', 'らい', 'げつ']"
滞る,"['とどこお', 'る']"
傾,['けい']
田,['た']
漏れる,"['も', 'れ', 'る']"
島,['しま']
比べる,"['くら', 'べ', 'る']"
飽くまで,"['あ', 'く', 'ま', 'で']"
曲がる,"['ま', 'が', 'る']"
花粉,"['か', 'ふん']"
小指,"['こ', 'ゆび']"
興業,"['こう', 'ぎょう']"
好評,"['こう', 'ひょう']"
間々,"['ま', 'ま']"
欠く,"['か', 'く']"
主観,"['しゅ', 'かん']"
再生,"['さい', 'せい']"
税務署,"['ぜい', 'む', 'しょ']"
内陸,"['ない', 'りく']"
暗算,"['あん', 'ざん']"
好き好き,"['す', 'き', 'ず', 'き']"
勿論,"['もち', 'ろん']"
発,['はつ']
だから,"['だ', 'か', 'ら']"
切実,"['せつ', 'じつ']"
開催,"['かい', 'さい']"
貸し出し,"['か', 'し', 'だ', 'し']"
情勢,"['じょう', 'せい']"
与える,"['あた', 'え', 'る']"
交通機関,"['こう', 'つう', 'き', 'かん']"
燃料,"['ねん', 'りょう']"
実は,"['じつ', 'は']"
東西,"['とう', 'ざい']"
申し分,"['もう', 'し', 'ぶん']"
待ち合わせ,"['ま', 'ち', 'あ', 'わ', 'せ']"
王,['おう']
永久,"['えい', 'きゅう']"
短い,"['みじか', 'い']"
就く,"['つ', 'く']"
続ける,"['つづ', 'け', 'る']"
並み,"['な', 'み']"
吊り革,"['つ', 'り', 'かわ']"
相手,"['あい', 'て']"
有する,"['ゆう', 'す', 'る']"
祝う,"['いわ', 'う']"
野党,"['や', 'とう']"
赤らむ,"['あか', 'ら', 'む']"
削除,"['さく', 'じょ']"
降る,"['ふ', 'る']"
状況,"['じょう', 'きょう']"
三味線,"['さ', 'み', 'せん']"
鼾,['いびき']
父親,"['ちち', 'おや']"
噴水,"['ふん', 'すい']"
賭ける,"['か', 'け', 'る']"
花見,"['はな', 'み']"
急速,"['きゅう', 'そく']"
軍隊,"['ぐん', 'たい']"
和風,"['わ', 'ふう']"
係り,"['かか', 'り']"
重点,"['じゅう', 'てん']"
毎日,"['まい', 'にち']"
電報,"['でん', 'ぽう']"
或る,"['あ', 'る']"
益々,"['ます', 'ます']"
刈る,"['か', 'る']"
以て,"['もっ', 'て']"
預金,"['よ', 'きん']"
目蓋,"['ま', 'ぶた']"
盆,['ぼん']
作,['さく']
限定,"['げん', 'てい']"
力,['ちから']
接ぐ,"['つ', 'ぐ']"
遂げる,"['と', 'げ', 'る']"
磁器,"['じ', 'き']"
脅かす,"['おど', 'か', 'す']"
代名詞,"['だい', 'めい', 'し']"
萎む,"['しぼ', 'む']"
創造,"['そう', 'ぞう']"
切る,"['き', 'る']"
囁く,"['ささや', 'く']"
冬,['ふゆ']
腕前,"['うで', 'まえ']"
過半数,"['か', 'はん', 'すう']"
存在,"['そん', 'ざい']"
救助,"['きゅう', 'じょ']"
展示,"['てん', 'じ']"
水筒,"['すい', 'とう']"
寄り掛かる,"['よ', 'り', 'か', 'か', 'る']"
物議,"['ぶつ', 'ぎ']"
姉,['あね']
陸,['りく']
申し出る,"['もう', 'し', 'で', 'る']"
目録,"['もく', 'ろく']"
貸す,"['か', 'す']"
点,['てん']
皿,['さら']
大通り,"['おお', 'どお', 'り']"
進出,"['しん', 'しゅつ']"
創立,"['そう', 'りつ']"
満場,"['まん', 'じょう']"
金槌,"['かな', 'づち']"
月曜日,"['げつ', 'よう', 'び']"
刃,['は']
会話,"['かい', 'わ']"
病,['やまい']
高層,"['こう', 'そう']"
引き起こす,"['ひ', 'き', 'お', 'こ', 'す']"
舞台,"['ぶ', 'たい']"
順序,"['じゅん', 'じょ']"
曇る,"['くも', 'る']"
採用,"['さい', 'よう']"
不足,"['ふ', 'そく']"
出来上がり,"['で', 'き', 'あ', 'が', 'り']"
方角,"['ほう', 'がく']"
楽しみ,"['たの', 'し', 'み']"
手品,"['て', 'じな']"
暗記,"['あん', 'き']"
木綿,"['き', 'わた']"
裁判,"['さい', 'ばん']"
主権,"['しゅ', 'けん']"
気流,"['き', 'りゅう']"
義理,"['ぎ', 'り']"
馴らす,"['な', 'ら', 'す']"
良心,"['りょう', 'しん']"
恵み,"['めぐ', 'み']"
飛ぶ,"['と', 'ぶ']"
断水,"['だん', 'すい']"
便利,"['べん', 'り']"
刊行,"['かん', 'こう']"
混ぜる,"['ま', 'ぜ', 'る']"
鉛,['なまり']
織,['おり']
育成,"['いく', 'せい']"
谷,['たに']
愛想,"['あい', 'そ']"
増える,"['ふ', 'え', 'る']"
津波,"['つ', 'なみ']"
恩恵,"['おん', 'けい']"
特集,"['とく', 'しゅう']"
跨がる,"['また', 'が', 'る']"
民謡,"['みん', 'よう']"
長短,"['ちょう', 'たん']"
書評,"['しょ', 'ひょう']"
続き,"['つづ', 'き']"
呼び出す,"['よ', 'び', 'だ', 'す']"
その上,"['そ', 'の', 'うえ']"
伊井,"['い', 'い']"
帰り,"['かえ', 'り']"
以来,"['い', 'らい']"
禁物,"['きん', 'もつ']"
女の人,"['おんな', 'の', 'ひと']"
この間,"['こ', 'の', 'あいだ']"
払う,"['はら', 'う']"
ヶ月,[]
半分,"['はん', 'ぶん']"
割算,"['わり', 'ざん']"
農場,"['のう', 'じょう']"
及び,"['およ', 'び']"
輸出,"['ゆ', 'しゅつ']"
異論,"['い', 'ろん']"
木材,"['もく', 'ざい']"
順,['じゅん']
居る,"['お', 'る']"
子供,"['こ', 'ども']"
危ない,"['あぶ', 'な', 'い']"
紙屑,"['かみ', 'くず']"
教える,"['おし', 'え', 'る']"
雪,['ゆき']
増減,"['ぞう', 'げん']"
原料,"['げん', 'りょう']"
時期,"['じ', 'き']"
慣らす,"['な', 'ら', 'す']"
肺,['はい']
要するに,"['よう', 'す', 'る', 'に']"
反対,"['はん', 'たい']"
増強,"['ぞう', 'きょう']"
先ず,"['ま', 'ず']"
仕様,"['し', 'よう']"
不安,"['ふ', 'あん']"
学力,"['がく', 'りょく']"
転がす,"['ころ', 'が', 'す']"
意外,"['い', 'がい']"
照明,"['しょう', 'めい']"
接続,"['せつ', 'ぞく']"
割引,"['わり', 'びき']"
宣教,"['せん', 'きょう']"
社説,"['しゃ', 'せつ']"
弁護,"['べん', 'ご']"
開ける,"['あ', 'け', 'る']"
君主,"['くん', 'しゅ']"
褒める,"['ほ', 'め', 'る']"
少女,"['しょう', 'じょ']"
帳,['とばり']
美術,"['び', 'じゅつ']"
思い掛けない,"['おも', 'い', 'が', 'け', 'な', 'い']"
未開,"['み', 'かい']"
運輸,"['うん', 'ゆ']"
持参,"['じ', 'さん']"
支払う,"['し', 'はら', 'う']"
診る,"['み', 'る']"
道,['みち']
溶ける,"['と', 'け', 'る']"
眠る,"['ねむ', 'る']"
学年,"['がく', 'ねん']"
茹でる,"['ゆ', 'で', 'る']"
必需品,"['ひつ', 'じゅ', 'ひん']"
倣,['ほう']
皆さん,"['みな', 'さ', 'ん']"
隠れる,"['かく', 'れ', 'る']"
引きずる,"['ひ', 'き', 'ず', 'る']"
粉末,"['ふん', 'まつ']"
道順,"['みち', 'じゅん']"
様子,"['よう', 'す']"
お蔭様で,"['お', 'かげ', 'さま', 'で']"
間違う,"['ま', 'ちが', 'う']"
英字,"['えい', 'じ']"
描く,"['か', 'く']"
器,['うつわ']
減少,"['げん', 'しょう']"
寝巻,"['ね', 'まき']"
辛い,"['つら', 'い']"
入手,"['にゅう', 'しゅ']"
溜まり,"['た', 'ま', 'り']"
製品,"['せい', 'ひん']"
延期,"['えん', 'き']"
無限,"['む', 'げん']"
筋,['すじ']
摩擦,"['ま', 'さつ']"
看板,"['かん', 'ばん']"
連邦,"['れん', 'ぽう']"
調節,"['ちょう', 'せつ']"
原っぱ,"['はら', 'っ', 'ぱ']"
超す,"['こ', 'す']"
意志,"['い', 'し']"
炊事,"['すい', 'じ']"
蛇口,"['じゃ', 'ぐち']"
心情,"['しん', 'じょう']"
寒帯,"['かん', 'たい']"
反,['たん']
歯磨き,"['は', 'みが', 'き']"
売り出し,"['う', 'り', 'だ', 'し']"
参上,"['さん', 'じょう']"
首,['くび']
有りのまま,"['あ', 'り', 'の', 'ま', 'ま']"
根,['ね']
薬指,"['くすり', 'ゆび']"
忘れる,"['わす', 'れ', 'る']"
勤務,"['きん', 'む']"
見掛ける,"['み', 'か', 'け', 'る']"
階層,"['かい', 'そう']"
招待,"['しょう', 'たい']"
退学,"['たい', 'がく']"
聳える,"['そび', 'え', 'る']"
教職,"['きょう', 'しょく']"
鼻,['はな']
短縮,"['たん', 'しゅく']"
防止,"['ぼう', 'し']"
虎,['とら']
例,['れい']
青春,"['せい', 'しゅん']"
到達,"['とう', 'たつ']"
童話,"['どう', 'わ']"
拵える,"['こしら', 'え', 'る']"
圧力,"['あつ', 'りょく']"
形勢,"['けい', 'せい']"
脅迫,"['きょう', 'はく']"
妨げる,"['さまた', 'げ', 'る']"
塾,['じゅく']
台,['だい']
溶かす,"['と', 'か', 'す']"
貝殻,"['かい', 'がら']"
再来週,"['さ', 'らい', 'しゅう']"
大切,"['たい', 'せつ']"
且つ,"['か', 'つ']"
先端,"['せん', 'たん']"
自己,"['じ', 'こ']"
稍,['やや']
上達,"['じょう', 'たつ']"
能,['のう']
報道,"['ほう', 'どう']"
微か,"['かす', 'か']"
警部,"['けい', 'ぶ']"
制作,"['せい', 'さく']"
寂しい,"['さび', 'し', 'い']"
公募,"['こう', 'ぼ']"
手袋,"['て', 'ぶくろ']"
光景,"['こう', 'けい']"
伝説,"['でん', 'せつ']"
大柄,"['おお', 'がら']"
差し上げる,"['さ', 'し', 'あ', 'げ', 'る']"
宜しく,"['よろ', 'し', 'く']"
布団,"['ふ', 'とん']"
易しい,"['やさ', 'し', 'い']"
誤魔化す,"['ご', 'ま', 'か', 'す']"
伝達,"['でん', 'たつ']"
企画,"['き', 'かく']"
感激,"['かん', 'げき']"
荒っぽい,"['あら', 'っ', 'ぽ', 'い']"
軋む,"['きし', 'む']"
式,['しき']
下る,"['くだ', 'る']"
抜け出す,"['ぬ', 'け', 'だ', 'す']"
犠牲,"['ぎ', 'せい']"
遥か,"['はる', 'か']"
貿易,"['ぼう', 'えき']"
香水,"['こう', 'すい']"
親友,"['しん', 'ゆう']"
不満,"['ふ', 'まん']"
警告,"['けい', 'こく']"
湧く,"['わ', 'く']"
歌謡,"['か', 'よう']"
同格,"['どう', 'かく']"
初め,"['はじ', 'め']"
全体,"['ぜん', 'たい']"
見すぼらしい,"['み', 'す', 'ぼ', 'ら', 'し', 'い']"
役場,"['やく', 'ば']"
果たす,"['は', 'た', 'す']"
図る,"['はか', 'る']"
気を付ける,"['き', 'を', 'つ', 'け', 'る']"
一様,"['いち', 'よう']"
省略,"['しょう', 'りゃく']"
離婚,"['り', 'こん']"
街道,"['かい', 'どう']"
辞める,"['や', 'め', 'る']"
屑,['くず']
七日,"['なの', 'か']"
呆れる,"['あき', 'れ', 'る']"
酒場,"['さか', 'ば']"
餅,['もち']
留学生,"['りゅう', 'がく', 'せい']"
好き嫌い,"['す', 'き', 'きら', 'い']"
運動,"['うん', 'どう']"
実現,"['じつ', 'げん']"
区域,"['く', 'いき']"
落ち葉,"['お', 'ち', 'ば']"
狙い,"['ねら', 'い']"
取り調べる,"['と', 'り', 'しら', 'べ', 'る']"
過ぎ,"['す', 'ぎ']"
足し算,"['た', 'し', 'ざん']"
報じる,"['ほう', 'じ', 'る']"
救済,"['きゅう', 'さい']"
坂,['さか']
訳す,"['やく', 'す']"
唾,['つば']
神秘,"['しん', 'ぴ']"
掴む,"['つか', 'む']"
空しい,"['むな', 'し', 'い']"
眼科,"['がん', 'か']"
政党,"['せい', 'とう']"
合格,"['ごう', 'かく']"
順番,"['じゅん', 'ばん']"
伝わる,"['つた', 'わ', 'る']"
繁栄,"['はん', 'えい']"
皮肉,"['ひ', 'にく']"
煉瓦,"['れん', 'が']"
高等,"['こう', 'とう']"
七,['なな']
絡む,"['から', 'む']"
知人,"['ち', 'じん']"
気体,"['き', 'たい']"
近寄る,"['ちか', 'よ', 'る']"
防犯,"['ぼう', 'はん']"
主に,"['おも', 'に']"
義務,"['ぎ', 'む']"
咲く,"['さ', 'く']"
製鉄,"['せい', 'てつ']"
勧める,"['すす', 'め', 'る']"
回送,"['かい', 'そう']"
汚い,"['きたな', 'い']"
茶碗,"['ちゃ', 'わん']"
巡る,"['めぐ', 'る']"
御中,"['おん', 'ちゅう']"
膨脹,"['ぼう', 'ちょう']"
鈍る,"['なま', 'る']"
重なる,"['かさ', 'な', 'る']"
滅ぼす,"['ほろ', 'ぼ', 'す']"
掛かる,"['か', 'か', 'る']"
滑る,"['すべ', 'る']"
幾つ,"['いく', 'つ']"
眺め,"['なが', 'め']"
破片,"['は', 'へん']"
台本,"['だい', 'ほん']"
共稼ぎ,"['とも', 'かせ', 'ぎ']"
押す,"['お', 'す']"
逆様,"['さか', 'さま']"
鑑賞,"['かん', 'しょう']"
指摘,"['し', 'てき']"
普通,"['ふ', 'つう']"
関連,"['かん', 'れん']"
手帳,"['て', 'ちょう']"
幾分,"['いく', 'ぶん']"
任す,"['まか', 'す']"
問う,"['と', 'う']"
横,['よこ']
前者,"['ぜん', 'しゃ']"
怪しい,"['あや', 'し', 'い']"
涙,['なみだ']
柔道,"['じゅう', 'どう']"
概論,"['がい', 'ろん']"
氷,['こおり']
全般,"['ぜん', 'ぱん']"
停滞,"['てい', 'たい']"
効率,"['こう', 'りつ']"
凌ぐ,"['しの', 'ぐ']"
役に立つ,"['やく', 'に', 'た', 'つ']"
胴,['どう']
訪ねる,"['たず', 'ね', 'る']"
超過,"['ちょう', 'か']"
お宅,"['お', 'たく']"
弱る,"['よわ', 'る']"
閉会,"['へい', 'かい']"
回り,"['まわ', 'り']"
載る,"['の', 'る']"
両側,"['りょう', 'がわ']"
解除,"['かい', 'じょ']"
海水浴,"['かい', 'すい', 'よく']"
信ずる,"['しん', 'ず', 'る']"
柄,['がら']
言葉,"['こと', 'ば']"
清掃,"['せい', 'そう']"
先日,"['せん', 'じつ']"
見直す,"['み', 'なお', 'す']"
蒸気,"['じょう', 'き']"
さ来週,"['さ', 'らい', 'しゅう']"
証,['あかし']
掲示,"['けい', 'じ']"
携わる,"['たずさ', 'わ', 'る']"
安っぽい,"['やす', 'っ', 'ぽ', 'い']"
形式,"['けい', 'しき']"
姓名,"['せい', 'めい']"
中年,"['ちゅう', 'ねん']"
芝,['しば']
制,['せい']
投票,"['とう', 'ひょう']"
家出,"['いえ', 'で']"
琴,['こと']
糸,['いと']
衰える,"['おとろ', 'え', 'る']"
人込み,"['ひと', 'ご', 'み']"
浅ましい,"['あさ', 'ま', 'し', 'い']"
引分け,"['ひき', 'わ', 'け']"
大学生,"['だい', 'がく', 'せい']"
渡る,"['わた', 'る']"
都市,"['と', 'し']"
逆さ,"['さか', 'さ']"
宣言,"['せん', 'げん']"
体験,"['たい', 'けん']"
加熱,"['か', 'ねつ']"
楽しい,"['たの', 'し', 'い']"
悉く,"['ことごと', 'く']"
整備,"['せい', 'び']"
関税,"['かん', 'ぜい']"
着目,"['ちゃく', 'もく']"
知的,"['ち', 'てき']"
劇場,"['げき', 'じょう']"
展望,"['てん', 'ぼう']"
返還,"['へん', 'かん']"
正午,"['しょう', 'ご']"
所々,"['しょ', 'しょ']"
腰掛ける,"['こし', 'か', 'け', 'る']"
試し,"['ため', 'し']"
話,['はなし']
碁,['ご']
即座に,"['そく', 'ざ', 'に']"
曖昧,"['あい', 'まい']"
築く,"['きず', 'く']"
会社,"['かい', 'しゃ']"
噴火,"['ふん', 'か']"
決議,"['けつ', 'ぎ']"
靴,['くつ']
仕入れる,"['し', 'い', 'れ', 'る']"
気まぐれ,"['き', 'ま', 'ぐ', 'れ']"
代わる,"['か', 'わ', 'る']"
不運,"['ふ', 'うん']"
宛名,"['あて', 'な']"
引き受ける,"['ひ', 'き', 'う', 'け', 'る']"
万年筆,"['まん', 'ねん', 'ひつ']"
十,['とお']
終える,"['お', 'え', 'る']"
飽きる,"['あ', 'き', 'る']"
打付ける,"['ぶ', 'つ', 'け', 'る']"
断定,"['だん', 'てい']"
手引き,"['て', 'び', 'き']"
年度,"['ねん', 'ど']"
探る,"['さぐ', 'る']"
稲,['いね']
覚え,"['おぼ', 'え']"
請う,"['こ', 'う']"
澄ます,"['す', 'ま', 'す']"
円満,"['えん', 'まん']"
死ぬ,"['し', 'ぬ']"
短所,"['たん', 'しょ']"
選ぶ,"['えら', 'ぶ']"
降りる,"['お', 'り', 'る']"
お互い,"['お', 'たが', 'い']"
この頃,"['こ', 'の', 'ごろ']"
捧げる,"['ささ', 'げ', 'る']"
便所,"['べん', 'じょ']"
会談,"['かい', 'だん']"
前売り,"['まえ', 'う', 'り']"
他意,"['た', 'い']"
宴会,"['えん', 'かい']"
事前,"['じ', 'ぜん']"
冷たい,"['つめ', 'た', 'い']"
吹奏,"['すい', 'そう']"
膳,['ぜん']
枠,['わく']
嵩む,"['かさ', 'む']"
住まい,"['す', 'ま', 'い']"
争い,"['あらそ', 'い']"
砕ける,"['くだ', 'け', 'る']"
小説,"['しょう', 'せつ']"
夜明け,"['よ', 'あ', 'け']"
代表,"['だい', 'ひょう']"
跡,['あと']
侵す,"['おか', 'す']"
休業,"['きゅう', 'ぎょう']"
観光,"['かん', 'こう']"
監視,"['かん', 'し']"
枚,['まい']
